phrase,frame,silent,amp,stopbit,pitch,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10
5,37,0,49,0,47,79,17,3,7,4,2,3,2,3,6
5,38,0,46,0,47,85,17,3,7,4,2,3,2,3,6
5,39,0,44,0,47,89,18,3,7,4,2,3,2,2,6
5,40,0,40,0,47,99,18,2,7,3,3,3,1,3,7
5,41,0,37,0,46,105,16,3,6,3,4,3,1,4,6
5,42,0,38,0,46,106,19,2,5,3,4,3,1,2,7
5,43,0,37,0,46,107,20,2,4,4,3,3,3,1,7
5,44,0,34,0,46,110,20,2,3,4,3,2,4,0,7
5,45,0,31,0,45,116,20,2,2,3,4,2,7,1,7
5,46,0,27,0,45,117,19,2,2,4,3,4,7,1,7
5,47,0,21,0,45,121,14,2,2,3,4,5,6,1,7
5,48,0,20,0,45,122,14,2,3,4,4,5,7,2,7
5,49,0,18,0,45,123,16,2,3,3,4,4,7,2,7
5,50,0,15,0,44,124,18,4,2,1,4,1,3,3,7
5,51,0,13,0,44,123,22,3,3,2,2,1,5,0,7
5,52,0,7,0,46,117,24,4,3,3,2,2,3,0,6
5,53,0,6,0,43,98,26,4,4,4,3,0,4,0,6
6,0,0,17,0,35,96,16,5,5,2,3,3,3,2,7
6,1,0,47,0,45,74,15,6,6,3,2,5,1,2,7
6,2,0,53,0,45,67,16,6,5,3,3,4,0,6,7
6,3,0,55,0,46,70,17,6,3,3,3,3,2,7,4
6,4,0,60,0,46,67,23,3,4,3,3,4,3,6,5
6,5,0,62,0,46,58,24,4,4,2,3,4,4,6,4
6,6,0,62,0,46,42,25,5,6,3,2,2,5,6,4
6,7,0,62,0,46,35,26,5,6,3,1,2,4,5,4
6,8,0,62,0,46,31,27,5,6,3,1,1,4,5,4
6,9,0,62,0,45,31,28,6,6,4,1,0,4,5,3
6,10,0,60,0,46,39,29,6,6,4,1,0,4,5,3
6,11,0,50,0,45,104,21,4,2,1,4,2,5,3,4
6,12,0,49,0,46,98,23,5,1,2,2,2,6,2,5
6,13,0,49,0,46,102,22,4,1,3,2,3,5,1,6
6,14,0,46,0,46,110,19,4,1,4,3,4,5,2,6
6,15,0,44,0,47,114,16,3,2,3,4,4,2,4,7
6,16,0,38,0,47,117,12,4,2,3,5,0,4,6,6
6,17,0,28,0,49,120,8,5,4,3,5,0,6,6,5
6,18,0,54,0,45,82,17,3,6,2,3,1,2,6,7
6,19,0,61,0,45,70,19,2,6,3,4,1,1,5,7
6,20,0,61,0,46,71,19,2,6,3,4,1,1,6,7
6,21,0,62,0,47,70,19,2,6,3,4,1,1,6,7
6,22,0,62,0,46,68,20,2,6,4,3,1,1,5,7
6,23,0,60,0,46,69,21,2,7,4,3,1,1,5,7
6,24,0,58,0,46,74,21,1,6,4,3,1,1,4,7
6,25,0,58,0,46,78,22,1,6,4,4,1,1,4,7
6,26,0,56,0,46,83,21,1,6,3,3,1,1,5,7
6,27,0,56,0,46,86,20,1,6,3,3,1,2,5,7
6,28,0,55,0,46,87,19,1,6,3,2,1,3,6,7
6,29,0,52,0,46,90,19,1,6,2,1,2,4,6,7
6,30,0,52,0,47,87,21,0,6,3,1,2,4,6,7
6,31,0,52,0,47,88,22,0,5,3,2,1,4,6,7
6,32,0,52,0,47,86,26,0,4,3,4,2,4,5,7
6,33,0,47,0,47,87,27,1,4,3,4,1,3,7,7
6,34,0,37,0,48,105,24,0,6,2,3,1,5,6,6
6,35,0,41,0,49,83,31,0,5,4,3,2,5,5,5
6,36,0,37,0,49,87,31,0,3,4,4,2,5,3,6
6,37,0,38,0,47,86,31,0,5,3,4,1,5,6,6
6,38,0,50,0,45,84,26,1,4,3,3,1,3,6,7
6,39,0,61,0,45,65,28,1,4,3,3,1,2,6,7
6,40,0,61,0,46,56,26,2,6,5,3,1,3,6,7
6,41,0,60,0,46,64,23,2,6,5,3,1,4,5,6
6,42,0,60,0,46,63,23,2,6,6,3,1,3,4,5
6,43,0,59,0,46,62,22,1,7,6,3,0,4,4,5
6,44,0,57,0,46,65,22,1,7,6,2,1,4,4,4
6,45,0,55,0,46,69,22,1,7,6,2,1,4,4,4
6,46,0,55,0,46,70,22,1,6,6,2,1,4,3,4
6,47,0,53,0,46,73,20,2,7,6,2,2,3,2,5
6,48,0,53,0,46,75,21,2,7,6,2,2,3,2,5
6,49,0,50,0,46,81,20,2,7,6,2,2,3,2,6
6,50,0,48,0,46,83,20,3,7,6,2,2,2,1,6
6,51,0,46,0,47,87,20,3,6,6,2,2,3,1,6
6,52,0,43,0,47,92,19,4,5,6,2,1,3,1,5
6,53,0,41,0,46,101,20,3,4,5,3,1,3,0,6
6,54,0,38,0,46,110,20,3,3,4,3,3,3,0,7
6,55,0,35,0,46,114,18,3,2,4,3,3,4,1,7
6,56,0,37,0,45,102,23,3,2,3,2,3,5,0,7
6,57,0,25,0,46,120,13,3,3,4,3,4,5,3,7
6,58,0,20,0,47,123,15,2,2,4,4,4,4,2,7
6,59,0,14,0,45,126,18,2,2,2,3,3,6,1,7
6,60,0,9,0,46,125,21,2,3,2,3,1,4,0,6
6,61,0,6,0,46,122,22,3,4,1,4,2,3,1,6
7,0,0,3,0,47,118,19,0,4,3,5,2,6,2,5
7,1,0,33,0,47,97,19,2,6,4,2,0,3,5,6
7,2,0,44,0,47,86,20,2,6,4,3,0,3,6,7
7,3,0,54,0,46,68,15,4,6,3,2,2,5,5,4
7,4,0,57,0,46,62,13,4,5,2,3,2,7,5,4
7,5,0,56,0,46,59,12,4,5,2,2,3,6,4,4
7,6,0,56,0,46,57,13,4,5,4,2,3,6,5,4
7,7,0,57,0,46,55,15,3,4,4,2,3,5,7,3
7,8,0,60,0,45,52,16,3,4,4,3,2,5,6,5
7,9,0,60,0,45,52,16,3,4,4,3,1,4,6,5
7,10,0,60,0,45,53,16,3,5,4,3,1,4,6,5
7,11,0,58,0,45,55,17,3,5,4,3,1,4,6,6
7,12,0,51,0,46,60,17,4,6,3,4,2,5,3,7
7,13,0,36,0,47,81,20,4,6,4,5,2,7,0,5
7,14,0,33,0,46,76,30,3,5,3,6,1,7,2,2
7,15,0,30,0,47,35,31,5,7,3,6,2,5,5,3
7,16,0,6,0,0,5,29,3,5,4,6,2,5,4,3
7,17,0,4,0,0,0,30,3,4,3,6,3,3,4,4
7,18,0,1,0,0,46,31,4,4,3,6,2,5,2,3
7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,0,1,0,0,36,26,4,6,4,5,2,5,1,4
7,25,0,3,0,0,9,26,3,5,4,6,2,6,3,3
7,26,0,2,0,0,5,31,6,6,3,5,1,4,3,4
7,27,0,3,0,0,0,30,5,5,4,6,2,4,4,4
7,28,0,6,0,0,0,30,4,6,4,5,2,2,4,5
7,29,0,7,0,0,55,26,2,5,4,4,0,2,3,4
7,30,0,53,0,45,67,26,2,4,4,4,0,2,5,6
7,31,0,55,0,47,54,26,2,5,5,4,1,2,6,6
7,32,0,54,0,47,54,25,1,6,6,4,0,3,6,5
7,33,0,53,0,47,56,24,1,6,6,4,0,3,6,4
7,34,0,53,0,47,59,24,1,6,6,4,1,3,5,4
7,35,0,52,0,47,60,24,1,6,6,3,1,3,4,4
7,36,0,50,0,47,64,24,1,6,6,3,1,3,4,4
7,37,0,48,0,47,69,23,1,6,6,3,1,3,3,4
7,38,0,47,0,47,71,23,2,6,6,3,1,3,2,4
7,39,0,46,0,47,73,23,2,6,6,3,1,3,2,4
7,40,0,42,0,47,79,21,2,7,6,2,2,3,2,5
7,41,0,42,0,47,81,22,2,6,6,2,2,3,1,5
7,42,0,40,0,47,86,22,2,6,5,2,2,3,1,5
7,43,0,38,0,47,94,21,2,6,4,3,2,3,1,5
7,44,0,35,0,47,97,22,2,5,5,2,2,3,1,6
7,45,0,31,0,47,109,19,3,3,4,3,2,4,1,7
7,46,0,26,0,46,116,17,3,2,4,3,3,5,1,7
7,47,0,21,0,46,119,14,2,3,4,3,4,6,2,7
7,48,0,17,0,45,121,13,2,3,4,4,4,7,1,7
7,49,0,16,0,45,122,15,2,3,4,4,3,7,2,7
7,50,0,13,0,44,124,13,2,3,4,5,4,6,2,6
7,51,0,12,0,44,124,18,2,2,3,3,4,6,0,7
7,52,0,10,0,43,124,20,2,2,3,2,3,6,1,7
7,53,0,6,0,44,124,21,2,3,3,3,0,5,1,6
7,54,0,4,0,43,120,24,3,3,3,3,0,4,2,5
8,0,0,5,0,0,44,12,2,7,3,5,2,4,1,5
8,1,0,3,0,0,45,19,1,7,5,4,1,4,2,3
8,2,0,9,0,0,50,23,4,6,3,6,1,2,4,5
8,3,0,62,0,43,47,24,3,5,3,4,2,1,3,7
8,4,0,61,0,45,53,25,3,4,2,4,3,3,5,7
8,5,0,61,0,46,46,28,4,4,4,4,3,3,4,6
8,6,0,48,0,46,91,23,5,2,2,4,2,3,2,5
8,7,0,50,0,45,88,24,5,3,2,4,2,3,1,3
8,8,0,49,0,45,90,23,5,2,2,4,2,3,1,3
8,9,0,46,0,45,98,22,4,2,1,4,1,4,2,4
8,10,0,45,0,45,102,21,4,2,2,5,2,5,1,5
8,11,0,41,0,46,110,18,3,2,2,6,2,4,2,5
8,12,0,38,0,46,114,16,3,2,3,7,2,4,3,4
8,13,0,28,0,47,116,11,4,2,6,6,0,5,3,5
8,14,0,32,0,47,96,13,6,2,5,2,0,6,5,7
8,15,0,42,0,45,88,14,6,1,5,2,1,4,5,7
8,16,0,51,0,46,71,16,6,3,4,3,2,2,6,7
8,17,0,53,0,46,71,15,5,3,3,3,3,2,7,4
8,18,0,57,0,46,63,17,4,4,3,4,2,2,7,5
8,19,0,55,0,46,66,15,4,4,1,5,1,6,6,4
8,20,0,55,0,46,68,15,4,3,2,4,4,4,6,4
8,21,0,54,0,47,68,16,5,3,2,4,4,4,6,3
8,22,0,51,0,47,74,16,5,3,1,5,4,4,5,5
8,23,0,55,0,48,62,26,3,4,3,2,3,4,5,4
8,24,0,25,0,50,113,16,3,3,2,4,5,6,2,1
8,25,0,17,0,50,112,18,3,4,3,5,4,6,2,2
8,26,0,11,0,0,4,25,6,4,3,5,1,4,3,3
8,27,0,15,0,0,0,16,6,7,3,5,0,3,2,7
8,28,0,12,0,0,0,16,3,6,6,7,3,2,0,5
8,29,0,6,0,0,5,22,3,7,5,4,0,1,0,5
8,30,0,49,0,45,57,25,5,6,1,1,2,2,5,7
8,31,0,51,0,45,64,26,5,5,1,2,3,2,5,7
8,32,0,52,0,46,69,26,4,4,1,3,3,2,4,7
8,33,0,52,0,46,75,26,3,3,2,3,4,2,3,6
8,34,0,49,0,47,84,22,3,3,4,3,2,2,5,7
8,35,0,43,0,47,85,23,3,4,4,3,1,1,7,7
8,36,0,48,0,46,76,24,3,4,4,5,0,0,7,6
8,37,0,51,0,46,76,23,3,4,4,4,0,1,5,7
8,38,0,53,0,46,68,23,3,4,4,4,0,1,5,7
8,39,0,59,0,46,61,22,3,4,3,3,1,3,7,5
8,40,0,58,0,47,66,22,4,4,1,4,2,4,5,5
8,41,0,56,0,47,65,22,4,3,1,3,3,5,5,5
8,42,0,55,0,47,63,23,5,3,1,3,3,5,5,4
8,43,0,54,0,46,59,24,6,4,1,2,2,5,5,4
8,44,0,57,0,47,48,26,5,6,1,1,1,4,6,6
8,45,0,46,0,48,71,27,4,4,0,2,3,6,6,4
8,46,0,21,0,0,8,30,7,7,4,4,0,1,0,7
8,47,0,23,0,0,0,22,6,7,6,5,1,2,0,6
8,48,0,21,0,0,0,16,4,7,5,5,1,1,0,3
8,49,0,19,0,0,0,14,3,7,5,7,0,3,0,3
8,50,0,19,0,0,0,16,1,4,5,6,4,4,0,4
8,51,0,6,0,0,0,22,4,6,5,4,3,2,1,7
8,52,0,55,0,46,40,27,4,4,4,3,2,2,3,5
8,53,0,58,0,46,50,28,3,4,5,4,2,3,5,5
8,54,0,57,0,46,54,26,3,5,5,3,1,4,5,5
8,55,0,56,0,46,60,25,3,6,5,3,1,4,3,4
8,56,0,54,0,46,68,24,3,7,4,3,1,4,2,5
8,57,0,50,0,46,79,23,3,7,2,4,1,3,1,7
8,58,0,43,0,46,92,22,5,3,4,2,2,3,0,7
8,59,0,40,0,46,98,22,4,2,4,1,3,2,3,7
8,60,0,39,0,46,102,22,4,2,4,1,3,3,3,7
8,61,0,37,0,46,105,22,3,1,4,2,4,4,3,7
8,62,0,33,0,46,111,19,3,1,4,3,4,5,2,7
8,63,0,23,0,47,118,12,2,2,5,4,6,4,1,7
8,64,0,12,0,48,125,13,1,4,3,7,4,6,1,5
8,65,0,21,0,48,53,31,4,2,1,5,1,3,3,4
8,66,0,3,0,0,0,31,6,4,1,6,1,2,2,5
8,67,0,4,0,0,0,31,7,5,3,5,3,2,1,6
8,68,0,3,0,0,0,31,5,6,4,7,0,5,4,4
8,69,0,2,0,0,25,31,3,4,4,4,1,5,1,3
9,0,0,16,0,1,34,23,4,2,4,6,2,3,1,5
9,1,0,51,0,1,22,20,5,1,5,4,2,3,2,5
9,2,0,55,0,1,19,19,3,2,2,2,3,3,3,7
9,3,0,53,0,1,10,18,3,2,4,3,3,2,3,6
9,4,0,48,0,1,23,25,5,5,3,3,0,2,2,2
9,5,0,40,0,4,11,22,4,5,3,5,1,3,3,5
9,6,0,12,0,0,9,21,5,4,2,5,1,3,3,3
9,7,0,4,0,0,19,24,4,3,3,5,2,3,3,3
9,8,0,45,0,3,37,26,4,4,4,2,2,2,1,3
9,9,0,53,0,1,16,20,3,2,3,4,1,2,5,5
9,10,0,54,0,1,12,21,2,3,4,4,2,1,4,4
9,11,0,37,0,3,22,27,5,5,4,3,0,2,2,3
9,12,0,7,0,0,12,22,5,5,3,5,2,1,4,3
9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,0,37,0,3,13,20,4,1,4,4,3,4,3,4
9,15,0,54,0,3,1,17,4,2,3,4,3,3,4,4
9,16,0,52,0,2,0,17,3,2,4,5,1,3,4,2
9,17,0,36,0,6,24,26,5,5,4,4,1,2,1,1
9,18,0,10,0,0,12,23,4,5,4,5,1,2,5,4
9,19,0,1,0,0,27,24,3,5,5,4,2,4,2,2
9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,21,0,36,0,5,3,20,4,2,4,5,3,4,2,3
9,22,0,49,0,5,0,21,4,1,3,4,2,4,3,4
9,23,0,50,0,4,7,22,2,2,4,4,2,3,5,3
9,24,0,38,0,10,17,25,4,5,6,4,1,3,1,2
9,25,0,14,0,0,3,23,4,6,4,5,1,2,4,6
9,26,0,3,0,0,19,26,3,4,4,5,2,4,3,3
9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,0,32,0,8,6,22,3,2,4,4,3,4,2,3
9,30,0,49,0,8,0,21,5,2,4,4,3,4,2,4
9,31,0,49,0,8,0,21,4,2,4,4,1,4,3,4
9,32,0,40,0,12,13,26,4,4,6,4,2,3,1,2
9,33,0,30,0,14,14,28,6,5,4,4,2,2,3,3
9,34,0,8,0,14,29,26,4,4,5,5,2,3,3,2
9,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,37,0,38,0,12,18,24,2,2,5,5,3,3,1,4
9,38,0,49,0,12,18,24,2,2,5,5,2,3,2,4
9,39,0,49,0,10,12,23,3,2,4,4,1,4,2,5
9,40,0,47,0,13,6,25,4,2,5,5,3,3,2,3
9,41,0,25,0,13,26,28,5,5,7,3,0,2,2,3
9,42,0,7,0,15,14,26,5,4,6,4,1,3,3,4
9,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,44,0,2,0,0,36,24,4,2,6,4,2,2,2,4
9,45,0,42,0,14,15,22,4,1,5,5,4,3,2,3
9,46,0,48,0,13,17,23,4,1,5,5,3,1,3,4
9,47,0,46,0,14,11,23,5,3,6,4,3,2,3,2
9,48,0,26,0,17,7,26,6,4,5,5,2,1,3,4
9,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51,0,3,0,0,39,20,4,3,6,3,2,3,1,4
9,52,0,37,0,20,13,19,5,1,5,4,4,3,2,4
9,53,0,44,0,20,15,19,5,1,5,4,3,3,2,3
9,54,0,47,0,16,14,20,5,2,5,5,3,2,2,4
9,55,0,24,0,22,36,25,5,4,6,3,1,2,2,5
9,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,59,0,7,0,0,22,22,5,2,5,5,3,3,1,4
9,60,0,40,0,9,16,21,5,1,5,5,4,3,1,4
9,61,0,30,0,20,32,26,5,3,6,4,2,2,1,4
9,62,0,4,0,0,4,23,5,3,4,5,4,1,3,6
9,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,65,0,1,0,0,63,15,4,6,5,2,1,4,1,5
9,66,0,31,0,24,20,23,5,2,6,5,3,3,1,4
9,67,0,34,0,24,20,24,6,2,6,5,2,3,1,4
9,68,0,2,0,0,18,25,5,3,6,4,3,2,3,4
10,0,0,13,0,46,85,21,3,7,3,4,2,3,1,5
10,1,0,47,0,44,81,25,1,5,1,4,3,1,2,7
10,2,0,55,0,46,75,25,1,5,3,3,2,1,3,7
10,3,0,50,0,46,90,18,1,6,2,3,2,2,6,7
10,4,0,48,0,46,90,15,3,5,1,5,0,3,7,6
10,5,0,56,0,46,74,23,2,5,3,4,2,0,4,7
10,6,0,58,0,46,66,25,2,5,3,4,2,0,3,7
10,7,0,56,0,47,70,24,2,5,3,3,1,1,4,7
10,8,0,56,0,47,68,24,2,5,3,4,2,1,5,7
10,9,0,57,0,47,67,25,3,5,2,4,2,1,4,7
10,10,0,58,0,47,60,26,3,4,2,3,2,2,4,7
10,11,0,58,0,46,61,27,3,4,2,2,1,2,5,7
10,12,0,59,0,48,57,28,4,3,3,2,1,3,4,7
10,13,0,31,0,47,111,20,3,4,1,2,3,6,5,3
10,14,0,26,0,48,118,19,2,3,3,4,4,4,6,3
10,15,0,16,0,49,122,12,2,3,4,6,3,4,4,2
10,16,0,9,0,48,124,11,2,4,4,6,4,5,3,1
10,17,0,6,0,47,126,15,1,4,4,5,3,5,2,3
10,18,0,7,0,45,116,21,4,6,1,4,1,3,2,6
10,19,0,18,0,44,50,27,5,5,1,3,3,4,0,5
10,20,0,11,0,36,115,24,0,1,2,6,3,5,4,5
10,21,0,18,0,40,106,26,0,1,4,5,1,5,6,5
10,22,0,17,0,41,118,14,2,6,0,4,1,7,4,3
10,23,0,22,0,42,117,14,3,6,0,4,1,7,4,4
10,24,0,29,0,46,110,18,1,7,2,3,0,6,4,6
10,25,0,38,0,46,101,18,2,6,4,2,1,4,5,7
10,26,0,49,0,45,76,21,2,5,5,3,0,2,6,7
10,27,0,61,0,46,61,20,2,5,5,3,0,3,6,7
10,28,0,62,0,46,56,19,2,4,5,4,0,3,6,7
10,29,0,62,0,46,54,20,1,4,5,4,0,2,5,7
10,30,0,62,0,46,54,19,2,4,5,4,0,2,5,7
10,31,0,62,0,46,54,19,2,4,4,5,0,2,6,7
10,32,0,61,0,46,53,19,2,4,4,5,1,1,6,7
10,33,0,60,0,46,56,18,3,5,4,4,0,2,6,7
10,34,0,57,0,46,57,19,4,4,3,6,0,1,6,7
10,35,0,56,0,47,55,23,3,6,2,5,2,0,6,7
10,36,0,39,0,48,78,21,4,6,2,5,1,2,7,7
10,37,0,17,0,48,101,21,3,6,2,7,1,4,6,3
10,38,0,9,0,47,76,20,4,4,2,7,1,4,6,6
10,39,0,5,0,47,94,18,3,6,2,7,2,5,6,4
10,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,44,0,3,0,0,46,11,2,7,3,6,2,4,1,6
10,45,0,2,0,0,55,18,4,7,4,6,0,4,0,5
11,0,0,4,0,0,0,19,4,6,5,6,2,4,3,4
11,1,0,3,0,0,7,29,6,5,1,6,1,4,2,3
11,2,0,4,0,0,0,23,7,7,3,4,0,3,5,4
11,3,0,3,0,0,42,31,6,5,1,2,0,5,4,2
11,4,0,48,0,41,55,31,5,3,1,2,1,6,6,2
11,5,0,46,0,45,74,26,5,2,0,1,3,7,3,4
11,6,0,52,0,46,59,29,5,3,1,1,2,6,6,4
11,7,0,52,0,46,51,30,6,4,1,1,1,6,7,4
11,8,0,51,0,46,49,29,6,4,1,0,0,5,7,5
11,9,0,52,0,46,49,27,6,5,0,0,1,5,6,6
11,10,0,50,0,46,54,25,7,5,0,1,1,3,7,6
11,11,0,39,0,46,96,22,4,3,0,3,3,3,6,6
11,12,0,20,0,53,113,22,3,1,1,4,5,5,6,4
11,13,0,7,0,50,107,24,5,1,0,4,4,6,6,4
11,14,0,5,0,51,102,23,4,2,0,4,3,5,3,6
11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,0,1,0,0,81,27,3,4,1,4,2,3,2,4
11,17,0,5,0,0,56,18,3,5,4,5,3,3,0,4
11,18,0,3,0,0,59,10,1,7,5,7,2,5,3,7
11,19,0,1,0,0,85,23,3,7,4,7,2,3,0,5
11,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,23,0,2,0,0,68,16,0,6,2,6,2,4,0,7
11,24,0,1,0,0,77,14,1,7,2,5,1,4,3,4
11,25,0,2,0,0,77,17,1,6,2,5,0,5,0,6
11,26,0,6,0,37,75,15,1,6,5,5,2,5,3,6
11,27,0,37,0,27,82,15,1,7,5,4,2,1,4,6
11,28,0,51,0,42,72,16,1,6,5,5,2,0,3,7
11,29,0,56,0,45,65,16,1,5,4,6,2,0,4,7
11,30,0,59,0,46,58,17,2,5,4,6,2,0,3,7
11,31,0,59,0,46,56,17,2,4,4,6,2,1,4,7
11,32,0,60,0,46,53,17,3,4,4,5,2,1,5,7
11,33,0,61,0,46,52,18,3,4,3,5,1,1,5,7
11,34,0,58,0,46,52,19,4,3,3,4,1,2,6,7
11,35,0,56,0,47,53,20,5,3,2,4,2,3,6,5
11,36,0,55,0,47,52,21,5,3,2,3,3,4,6,5
11,37,0,55,0,47,51,23,5,4,1,2,2,4,6,5
11,38,0,56,0,47,53,22,5,4,1,2,2,4,6,5
11,39,0,56,0,46,54,22,5,3,2,2,3,4,6,4
11,40,0,55,0,46,55,23,5,3,2,2,2,4,6,4
11,41,0,56,0,46,56,23,4,3,2,2,2,4,6,5
11,42,0,57,0,46,55,23,4,4,2,2,1,4,6,6
11,43,0,50,0,46,65,22,3,4,1,2,2,5,6,5
11,44,0,34,0,46,78,24,1,3,2,3,3,5,7,4
11,45,0,14,0,48,85,23,3,2,2,6,3,6,7,3
11,46,0,6,0,46,73,23,3,4,1,4,2,6,7,5
11,47,0,21,0,45,18,25,4,5,4,4,2,5,2,3
11,48,0,18,0,45,0,25,6,7,5,4,2,3,1,4
12,0,0,6,0,0,10,22,4,5,3,5,3,5,3,3
12,1,0,4,0,0,2,26,6,5,2,5,2,5,2,3
12,2,0,6,0,0,0,26,7,7,3,4,0,3,4,3
12,3,0,46,0,41,33,29,7,4,2,1,0,5,5,4
12,4,0,53,0,44,44,29,7,3,2,0,1,6,6,4
12,5,0,56,0,45,48,29,6,3,2,0,2,6,6,4
12,6,0,55,0,45,51,29,6,3,1,0,2,6,6,4
12,7,0,54,0,45,65,28,5,2,1,1,3,7,5,3
12,8,0,53,0,46,69,28,5,3,0,1,3,7,6,4
12,9,0,53,0,46,70,25,6,3,0,2,3,4,6,6
12,10,0,27,0,54,117,19,3,1,2,6,5,3,3,4
12,11,0,15,0,51,118,21,3,1,0,5,6,6,5,4
12,12,0,7,0,50,106,23,4,2,0,4,4,5,4,6
12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,0,8,0,0,51,26,5,7,0,1,2,3,4,3
12,16,0,47,0,44,75,28,4,4,0,1,3,5,5,4
12,17,0,53,0,45,69,25,6,3,0,1,3,5,6,5
12,18,0,54,0,45,61,23,7,3,0,2,2,3,7,5
12,19,0,58,0,46,69,22,5,3,1,3,2,3,7,6
12,20,0,55,0,46,76,20,5,2,2,4,1,2,7,6
12,21,0,56,0,46,72,17,4,5,3,4,1,1,6,7
12,22,0,56,0,47,74,16,4,4,3,5,1,1,7,7
12,23,0,55,0,47,74,15,5,5,3,5,1,1,7,7
12,24,0,53,0,47,76,14,5,4,3,5,0,1,7,7
12,25,0,53,0,47,76,14,5,4,3,5,1,1,7,7
12,26,0,51,0,47,77,13,5,4,3,4,1,1,7,7
12,27,0,48,0,47,79,12,6,4,4,4,0,1,7,7
12,28,0,46,0,47,85,12,6,4,4,4,0,2,7,7
12,29,0,40,0,48,95,8,6,4,3,3,0,3,7,6
12,30,0,33,0,48,99,5,7,5,2,3,0,6,7,3
12,31,0,30,0,47,102,4,7,6,2,4,0,6,7,4
12,32,0,35,0,47,99,5,6,7,1,3,1,5,6,5
12,33,0,43,0,46,92,7,6,5,2,3,0,4,7,5
12,34,0,55,0,46,73,14,4,7,3,4,1,1,7,7
12,35,0,60,0,46,70,18,4,5,2,4,2,2,7,7
12,36,0,58,0,46,66,18,5,2,3,5,1,4,7,4
12,37,0,60,0,46,63,20,5,3,1,5,1,4,7,4
12,38,0,58,0,46,66,19,5,2,2,5,2,5,6,3
12,39,0,59,0,46,65,20,5,2,2,4,2,5,6,3
12,40,0,59,0,46,63,20,5,2,2,4,3,4,6,3
12,41,0,58,0,46,65,21,5,2,1,4,3,4,6,4
12,42,0,58,0,46,67,21,5,2,1,4,4,5,5,5
12,43,0,57,0,46,68,20,5,1,2,4,3,5,5,3
12,44,0,59,0,46,64,20,5,2,1,4,3,5,5,4
12,45,0,59,0,46,60,21,6,1,2,3,3,5,5,4
12,46,0,58,0,46,63,21,5,2,0,3,2,5,6,4
12,47,0,49,0,46,71,22,3,2,1,4,4,5,6,4
12,48,0,29,0,42,89,16,2,2,2,7,5,5,4,2
12,49,0,11,0,42,81,20,3,3,1,6,5,6,4,3
13,0,0,6,0,39,123,15,1,4,2,5,3,5,4,6
13,1,0,30,0,46,102,23,3,4,2,4,2,2,4,6
13,2,0,57,0,47,69,26,2,4,1,4,2,2,5,7
13,3,0,62,0,47,55,28,2,4,2,3,2,3,4,7
13,4,0,62,0,46,70,23,1,4,2,3,3,4,5,7
13,5,0,60,0,46,75,19,2,5,1,4,3,4,6,5
13,6,0,57,0,46,76,18,3,4,1,4,3,3,7,5
13,7,0,56,0,46,77,17,5,2,2,4,3,3,7,3
13,8,0,55,0,46,71,19,5,3,2,2,3,2,7,7
13,9,0,52,0,46,72,19,6,3,3,2,3,1,7,6
13,10,0,54,0,46,71,20,6,2,2,3,3,1,7,7
13,11,0,56,0,46,72,21,6,2,2,3,2,2,7,6
13,12,0,58,0,46,67,23,5,3,1,1,3,2,7,6
13,13,0,61,0,46,62,24,5,4,0,1,2,4,7,6
13,14,0,62,0,46,57,26,4,5,0,1,2,5,7,6
13,15,0,62,0,46,47,28,4,6,1,1,1,5,7,6
13,16,0,59,0,46,40,28,5,7,1,0,1,4,6,6
